"","names","total"
"1464","plenty of",1682
"1465","things to",1682
"1466","a part",1680
"1467","ice cream",1679
"1468","that were",1674
"1469","getting ready",1672
"1470","happened to",1672
"1471","of things",1672
"1472","other than",1672
"1473","behind the",1671
"1474","our new",1671
"1475","until i",1669
"1476","it had",1664
"1477","the public",1664
"1478","ive never",1663
"1479","because you",1662
"1480","soon as",1662
"1481","to love",1661
"1482","my hair",1658
"1483","this summer",1658
"1484","you must",1658
"1485","a second",1657
"1486","came out",1657
"1487","before you",1656
"1488","the ground",1656
"1489","a pretty",1655
"1490","i tried",1655
"1491","love my",1653
"1492","me if",1649
"1493","or two",1648
"1494","trip to",1648
"1495","thats not",1647
"1496","getting a",1645
"1497","then you",1645
"1498","things are",1645
"1499","i actually",1641
"1500","it be",1641
"1501","ive got",1641
"1502","me of",1641
"1503","do something",1640
"1504","the process",1640
"1505","and with",1639
"1506","me back",1638
"1507","in any",1637
"1508","think im",1636
"1509","much i",1635
"1510","even the",1634
"1511","do is",1633
"1512","very much",1633
"1513","work for",1633
"1514","all your",1631
"1515","in there",1629
"1516","the weather",1629
"1517","on friday",1628
"1518","or something",1628
"1519","he can",1627
"1520","me with",1627
"1521","the power",1626
"1522","i only",1625
"1523","and do",1624
"1524","the biggest",1624
"1525","could not",1623
"1526","much better",1623
"1527","the work",1623
"1528","a child",1622
"1529","go out",1622
"1530","this point",1622
"1531","me so",1617
"1532","stop by",1617
"1533","the floor",1617
"1534","had an",1616
"1535","help you",1616
"1536","did the",1612
"1537","wonder if",1612
"1538","find it",1610
"1539","been in",1609
"1540","all in",1608
"1541","get me",1608
"1542","all these",1605
"1543","one i",1605
"1544","believe in",1604
"1545","using the",1604
"1546","a fun",1603
"1547","this blog",1602
"1548","was one",1602
"1549","me at",1597
"1550","a full",1596
"1551","family and",1595
"1552","hit the",1595
"1553","is why",1595
"1554","my blog",1595
"1555","some time",1594
"1556","within the",1594
"1557","a more",1593
"1558","but my",1593
"1559","come up",1591
"1560","is coming",1590
"1561","the greatest",1590
"1562","you look",1590
"1563","say it",1589
"1564","nothing to",1588
"1565","or even",1588
"1566","but she",1586
"1567","right to",1585
"1568","he could",1584
"1569","to not",1580
"1570","its going",1579
"1571","dont care",1577
"1572","the phone",1577
"1573","it could",1575
"1574","you say",1575
"1575","filled with",1574
"1576","is at",1573
"1577","so glad",1573
"1578","good thing",1572
"1579","my eyes",1571
"1580","saw the",1571
"1581","the summer",1571
"1582","were going",1571
"1583","dont you",1570
"1584","to feel",1570
"1585","a picture",1568
"1586","her and",1568
"1587","give up",1565
"1588","seems like",1565
"1589","and also",1564
"1590","anyone else",1564
"1591","it may",1564
"1592","back from",1563
"1593","with and",1563
"1594","the street",1562
"1595","fan of",1561
"1596","to one",1561
"1597","as to",1558
"1598","so to",1558
"1599","whats the",1558
"1600","year and",1556
"1601","and ill",1555
"1602","throughout the",1555
"1603","two of",1554
"1604","as she",1553
"1605","if not",1552
"1606","and go",1551
"1607","few weeks",1551
"1608","will make",1551
"1609","best of",1550
"1610","just dont",1550
"1611","but what",1549
"1612","look for",1549
"1613","making a",1548
"1614","our own",1547
"1615","people and",1546
"1616","this will",1546
"1617","if she",1545
"1618","im on",1545
"1619","in other",1544
"1620","once again",1544
"1621","sometimes i",1544
"1622","that all",1544
"1623","we did",1542
"1624","a guy",1541
"1625","and our",1541
"1626","at it",1541
"1627","a special",1540
"1628","to join",1540
"1629","also a",1539
"1630","but also",1538
"1631","coming up",1538
"1632","ended up",1538
"1633","my parents",1538
"1634","as soon",1537
"1635","was at",1536
"1636","really good",1535
"1637","so what",1534
"1638","this post",1534
"1639","give it",1533
"1640","the love",1533
"1641","what im",1533
"1642","dont need",1531
"1643","for another",1531
"1644","give a",1530
"1645","was like",1530
"1646","a fan",1529
"1647","on saturday",1529
"1648","it that",1525
"1649","to some",1525
"1650","id like",1524
"1651","get on",1523
"1652","i agree",1523
"1653","last time",1523
"1654","of new",1519
"1655","i put",1518
"1656","come in",1517
"1657","am going",1514
"1658","on an",1514
"1659","thing to",1512
"1660","through a",1512
"1661","of which",1511
"1662","keep the",1510
"1663","day for",1509
"1664","like me",1509
"1665","where we",1509
"1666","very good",1508
"1667","is being",1507
"1668","me out",1507
"1669","stay tuned",1506
"1670","the company",1506
"1671","to those",1505
"1672","an old",1502
"1673","excited about",1498
"1674","what would",1497
"1675","good day",1493
"1676","pretty sure",1492
"1677","was no",1492
"1678","it might",1491
"1679","let you",1491
"1680","place in",1491
"1681","but for",1490
"1682","can only",1490
"1683","no problem",1489
"1684","it should",1488
"1685","week i",1487
"1686","are we",1486
"1687","the money",1486
"1688","the number",1486
"1689","the national",1484
"1690","the office",1484
"1691","gave me",1483
"1692","ive had",1483
"1693","the wrong",1483
"1694","you really",1483
"1695","to catch",1482
"1696","was really",1482
"1697","on in",1481
"1698","put the",1481
"1699","the st",1480
"1700","a movie",1478
"1701","about your",1476
"1702","now the",1476
"1703","week and",1475
"1704","one in",1474
"1705","in time",1473
"1706","a game",1472
"1707","best friend",1472
"1708","not as",1472
"1709","state of",1471
"1710","to save",1471
"1711","all those",1470
"1712","the reason",1470
"1713","be my",1469
"1714","im sorry",1468
"1715","a happy",1466
"1716","cant be",1466
"1717","sure i",1465
"1718","managed to",1464
"1719","living in",1461
"1720","have never",1459
"1721","for what",1458
"1722","great time",1458
"1723","thing that",1458
"1724","oh and",1457
"1725","in case",1456
"1726","found a",1455
"1727","know about",1455
"1728","of one",1455
"1729","days of",1451
"1730","half of",1450
"1731","the government",1450
"1732","one who",1447
"1733","out i",1447
"1734","of any",1445
"1735","can help",1444
"1736","it at",1444
"1737","create a",1443
"1738","not really",1443
"1739","is too",1442
"1740","like my",1442
"1741","so they",1442
"1742","the words",1442
"1743","to wear",1442
"1744","like an",1440
"1745","the guy",1440
"1746","the school",1440
"1747","you but",1440
"1748","just had",1439
"1749","are on",1436
"1750","do so",1436
"1751","we went",1436
"1752","point of",1435
"1753","an awesome",1434
"1754","use it",1434
"1755","we go",1434
"1756","no way",1432
"1757","and at",1431
"1758","is something",1429
"1759","pretty good",1428
"1760","hope that",1427
"1761","a half",1425
"1762","more to",1425
"1763","did a",1424
"1764","how did",1424
"1765","that and",1424
"1766","were all",1424
"1767","form of",1423
"1768","none of",1422
"1769","my birthday",1421
"1770","same thing",1420
"1771","the boys",1420
"1772","who had",1420
"1773","are now",1419
"1774","my sister",1419
"1775","why are",1418
"1776","on you",1416
"1777","the american",1416
"1778","him in",1415
"1779","if there",1415
"1780","never been",1415
"1781","that means",1413
"1782","up i",1413
"1783","god is",1412
"1784","in on",1412
"1785","have my",1411
"1786","i live",1411
"1787","when people",1411
"1788","will always",1411
"1789","moment when",1410
"1790","the third",1410
"1791","to what",1410
"1792","should i",1409
"1793","i needed",1408
"1794","tired of",1408
"1795","to just",1408
"1796","was also",1408
"1797","what about",1408
"1798","havent been",1407
"1799","i came",1407
"1800","night and",1407
"1801","one to",1407
"1802","was great",1407
"1803","us in",1406
"1804","they want",1404
"1805","be done",1401
"1806","me as",1401
"1807","a number",1400
"1808","known as",1400
"1809","to believe",1400
"1810","one and",1399
"1811","the question",1397
"1812","both of",1395
"1813","when my",1395
"1814","and dont",1394
"1815","it again",1394
"1816","cant get",1393
"1817","is getting",1391
"1818","know its",1391
"1819","the girls",1391
"1820","there for",1391
"1821","back at",1390
"1822","saw a",1390
"1823","those of",1390
"1824","for now",1389
"1825","the gym",1389
"1826","who will",1388
"1827","im glad",1387
"1828","a story",1386
"1829","food and",1386
"1830","that time",1386
"1831","it took",1384
"1832","put on",1384
"1833","day at",1383
"1834","to figure",1383
"1835","found out",1382
"1836","but thats",1381
"1837","it it",1381
"1838","this day",1381
"1839","year i",1381
"1840","how is",1380
"1841","started to",1380
"1842","free to",1379
"1843","years and",1379
"1844","have one",1377
"1845","something i",1377
"1846","the food",1377
"1847","more and",1376
"1848","say the",1374
"1849","he didnt",1373
"1850","to finish",1373
"1851","didnt get",1372
"1852","i bet",1372
"1853","picked up",1372
"1854","without a",1372
"1855","put a",1371
"1856","a minute",1370
"1857","picture of",1370
"1858","i asked",1368
"1859","just finished",1368
"1860","when your",1368
"1861","at our",1367
"1862","the white",1367
"1863","a quick",1366
"1864","haha i",1366
"1865","my mother",1366
"1866","from his",1365
"1867","see my",1365
"1868","them i",1365
"1869","this i",1365
"1870","because we",1364
"1871","san diego",1364
"1872","i swear",1363
"1873","tend to",1363
"1874","on what",1362
"1875","seemed to",1362
"1876","so hard",1361
"1877","the church",1361
"1878","worth it",1360
"1879","you did",1359
"1880","and said",1358
"1881","go for",1355
"1882","was still",1355
"1883","why not",1355
"1884","few years",1354
"1885","because its",1353
"1886","use a",1352
"1887","you still",1352
"1888","its own",1351
"1889","so if",1351
"1890","have done",1350
"1891","having to",1350
"1892","of work",1350
"1893","to understand",1350
"1894","but still",1349
"1895","again and",1348
"1896","dont be",1348
"1897","important to",1348
"1898","the heart",1348
"1899","thought of",1348
"1900","to send",1348
"1901","us know",1347
"1902","an email",1346
"1903","and take",1346
"1904","pair of",1346
"1905","so long",1346
"1906","at first",1345
"1907","what did",1345
"1908","from this",1344
"1909","i bought",1344
"1910","call it",1343
"1911","of some",1343
"1912","someone else",1342
"1913","they could",1342
"1914","and still",1341
"1915","to turn",1341
"1916","the list",1340
"1917","all night",1339
"1918","done with",1339
"1919","i use",1339
"1920","me when",1337
"1921","on monday",1337
"1922","will take",1337
"1923","me feel",1335
"1924","my son",1335
"1925","again i",1334
"1926","day is",1334
"1927","you be",1334
"1928","forget to",1333
"1929","night i",1333
"1930","what if",1333
"1931","where they",1333
"1932","on sunday",1332
"1933","out at",1332
"1934","the latest",1332
"1935","the beach",1331
"1936","us a",1331
"1937","with one",1331
"1938","they say",1330
"1939","from our",1329
"1940","the kind",1329
"1941","the table",1329
"1942","been on",1328
"1943","do what",1327
"1944","keep up",1327
"1945","would make",1326
"1946","feel the",1325
"1947","the kitchen",1324
"1948","but to",1323
"1949","good and",1323
"1950","thing is",1323
"1951","i cannot",1322
"1952","are doing",1321
"1953","doing it",1319
"1954","after i",1318
"1955","in with",1318
"1956","time the",1318
"1957","you find",1318
"1958","do to",1317
"1959","i try",1317
"1960","meant to",1317
"1961","other people",1316
"1962","to support",1316
"1963","is how",1315
"1964","its my",1315
"1965","but as",1314
"1966","how long",1314
"1967","to celebrate",1314
"1968","we cant",1314
"1969","at your",1313
"1970","way too",1313
"1971","that when",1311
"1972","was born",1310
"1973","a piece",1309
"1974","just have",1309
"1975","the rain",1309
"1976","you there",1309
"1977","following me",1308
"1978","you never",1308
"1979","but now",1307
"1980","i missed",1307
"1981","if a",1307
"1982","is pretty",1307
"1983","just for",1307
"1984","a short",1306
"1985","add the",1306
"1986","read it",1306
"1987","in mind",1305
"1988","ive ever",1305
"1989","doing a",1304
"1990","sorry i",1304
"1991","as my",1303
"1992","the song",1303
"1993","ive seen",1302
"1994","start to",1302
"1995","them all",1302
"1996","the years",1301
"1997","thinking of",1299
"1998","think they",1298
"1999","a group",1297
"2000","taking a",1296
"2001","working with",1296
"2002","how they",1295
"2003","then we",1295
"2004","get up",1293
"2005","i keep",1293
"2006","only to",1293
"2007","and were",1292
"2008","the police",1291
"2009","time you",1291
"2010","feels like",1290
"2011","my name",1290
"2012","to sit",1290
"2013","you didnt",1290
"2014","so he",1289
"2015","back of",1287
"2016","didnt want",1287
"2017","im pretty",1287
"2018","think we",1286
"2019","the face",1285
"2020","felt like",1284
"2021","bout to",1283
"2022","he doesnt",1283
"2023","your heart",1283
"2024","just one",1282
"2025","my little",1282
"2026","the news",1282
"2027","on some",1281
"2028","you with",1281
"2029","always be",1280
"2030","are very",1280
"2031","for free",1279
"2032","this month",1279
"2033","two weeks",1279
"2034","a problem",1278
"2035","good night",1277
"2036","just because",1277
"2037","looked at",1276
"2038","they should",1276
